text,label
a lot of glass cup from office,glass
several plastic bottle in school,recyclable
one broken old mobile phone after festival,ewaste
several paper bag found on street,recyclable
a pack of glass bottle from kitchen,glass
old torn saree in market,textile
broken charger from kitchen,ewaste
a pack of banana peel from office,biodegradable
several newspaper from office,recyclable
one old clothes from shop,textile
one old mobile battery in school,ewaste
a lot of rotten household mixed waste from office,mixed
remote control from kitchen,ewaste
a pack of soiled used diaper from shop,sanitary
two broken glass in school,glass
two broken charger found on street mixed with torn saree,ewaste
a pack of rotten compostable bag from office,compostable
soiled tea leaves from kitchen,biodegradable
a pack of plastic container found on street,recyclable
several circuit board from office,ewaste
several vegetable peels from kitchen,biodegradable
a lot of aluminium foil from office,metal
two metal scrap found on street,metal
peeled rotten mango from kitchen,biodegradable
two rotten compostable bag from office,compostable
a pack of used food packet from kitchen,biodegradable
several broken used diaper in market,sanitary
several used food packet from shop,biodegradable
a pack of empty tin box after festival mixed with plastic,metal
a lot of tear-stained magazine in market,recyclable
tear-stained wine bottle in market,glass
a pack of envelope from kitchen,recyclable
a lot of metal scrap in school,metal
two soiled torn saree from kitchen,textile
paper bag from shop,recyclable
two broken cans after festival,metal
one street sweepings in school,mixed
a pack of glass cup in school,glass
a lot of rotten fruit waste in school,biodegradable
several newspaper in school,recyclable
a lot of glass bottle found on street,glass
two tear-stained plastic bottle found on street,recyclable
one magazine from office,recyclable
one dry tin box in market,metal
empty pesticide bottle found on street mixed with plastic,hazardous
several dry torn saree from kitchen,textile
two cardboard box found on street,recyclable
two wipes after festival mixed with paper,sanitary
two broken charger after festival,ewaste
two old keyboard found on street,ewaste
a lot of crumpled cooked food scrap after festival,biodegradable
a pack of garden leaves from office,compostable
two wet carton from kitchen,recyclable
a lot of egg shell in market,compostable
two rotten carton from office,recyclable
several wine bottle in market,glass
two cow dung from kitchen,compostable
a lot of rusty old mobile phone from office,ewaste
wet tampon from kitchen,sanitary
several pickle jar from shop,glass
broken cans from kitchen,metal
a lot of old paper packet found on street,recyclable
a lot of pesticide bottle in school,hazardous
one tea leaves after festival,biodegradable
a lot of old old clothes from kitchen,textile
rusty rotten mango in market,biodegradable
two plastic bottle in school,recyclable
several used vegetable peels in school,biodegradable
a lot of dry paper cup after festival,recyclable
two vegetable peels found on street,biodegradable
a lot of rusty newspaper from kitchen,recyclable
one peeled cardboard box from shop,recyclable
two printer cartridge from shop,ewaste
two old fruit waste after festival,biodegradable
two glass cup from shop,glass
newspaper from office,recyclable
a pack of paper packet from shop,recyclable
a pack of glass bottle from kitchen,glass
two peeled newspaper in market,recyclable
one compostable bag from shop,compostable
two banana peel found on street,biodegradable
a pack of peeled newspaper after festival,recyclable
one cooked food scrap after festival,biodegradable
one rotten plastic container from shop mixed with paper,recyclable
a lot of broken charger from kitchen,ewaste
one crumpled carton from shop,recyclable
several peeled envelope from shop mixed with keyboard,recyclable
a lot of envelope in school,recyclable
several combined trash bag found on street,mixed
a pack of tear-stained pickle jar from shop,glass
a pack of crumpled cooking oil tin in market,metal
two peeled plastic bottle in market,recyclable
one peeled paper bag found on street mixed with plastic,recyclable
one rotten hard disk from office,ewaste
one dry paint can from kitchen,hazardous
two dry tin box from kitchen,metal
a lot of used diaper in school,sanitary
soiled envelope from office,recyclable
two rusty paint can from kitchen mixed with shoe sole,hazardous
several needle syringe from office,hazardous
several paper cup from shop mixed with wipes,recyclable
two rusty expired medicine from kitchen,hazardous
one magazine from office,recyclable
two cardboard box from office,recyclable
a pack of empty miscellaneous waste found on street,mixed
plastic container from office,recyclable
a pack of empty glass bottle from kitchen,glass
one cooking oil tin from kitchen,metal
a pack of carton from shop mixed with tampon,recyclable
a lot of empty newspaper from shop,recyclable
a lot of used wine bottle found on street,glass
two peeled combined trash bag in market,mixed
two broken cow dung in school,compostable
one plastic container from kitchen mixed with paper,recyclable
a pack of envelope from office,recyclable
several miscellaneous waste from kitchen,mixed
a pack of vegetable peels after festival,biodegradable
two carton from office,recyclable
a pack of tear-stained worn T-shirt after festival,textile
several old miscellaneous waste from office,mixed
paper cup in market,recyclable
a lot of used fruit waste found on street,biodegradable
several empty miscellaneous waste found on street,mixed
two household mixed waste from shop mixed with plastic,mixed
a pack of crumpled carton from shop,recyclable
one acid bottle found on street,hazardous
a lot of soiled cooked food scrap in school,biodegradable
several dry plastic bottle after festival,recyclable
a lot of peeled glass cup from shop,glass
a lot of combined trash bag after festival mixed with egg shell,mixed
several glass jar from kitchen,glass
a lot of old broken glass in market mixed with plastic,glass
a pack of used bedsheet from shop,textile
several wet paper cup found on street mixed with miscellaneous waste,recyclable
several cardboard box from shop,recyclable
a pack of soiled shoe sole after festival,textile
a pack of tear-stained used diaper in market,sanitary
a lot of rotten plastic bottle from kitchen,recyclable
a pack of empty chemicals bottle in school,hazardous
two thermometer (mercury) from shop,hazardous
several used keyboard from office,ewaste
broken street sweepings in school,mixed
empty street sweepings found on street,mixed
a pack of cow dung from office,compostable
one old laptop found on street,ewaste
two aluminium foil from kitchen,metal
a pack of peeled paper cup found on street,recyclable
a pack of dry paper cup found on street,recyclable
paper packet from kitchen,recyclable
two aluminium foil from shop,metal
a pack of circuit board found on street,ewaste
crumpled cardboard box in market,recyclable
a pack of cardboard box after festival,recyclable
one worn T-shirt found on street,textile
several cardboard box in market,recyclable
